Mod:Item:MetaData, Localized Name
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
sonarcore:reinforcedstoneblock, Reinforced Stone
sonarcore:reinforcedstonestairs, Reinforced Stone Stairs
sonarcore:reinforcedstonefence, Reinforced Stone Fence
sonarcore:reinforcedstonegate, Reinforced Stone Gate
sonarcore:reinforcedstonebrick, Reinforced Stone Brick
sonarcore:reinforcedstonebrickstairs, Reinforced Stone Brick Stairs
sonarcore:reinforcedstonebrickfence, Reinforced Stone Brick Fence
sonarcore:reinforcedstonebrickgate, Reinforced Stone Brick Gate
sonarcore:reinforceddirtblock, Reinforced Dirt
sonarcore:reinforceddirtstairs, Reinforced Dirt Stairs
sonarcore:reinforceddirtfence, Reinforced Dirt Fence
sonarcore:reinforceddirtgate, Reinforced Dirt Gate
sonarcore:reinforceddirtbrick, Reinforced Dirt Brick
sonarcore:reinforceddirtbrickstairs, Reinforced Dirt Brick Stairs
sonarcore:reinforceddirtbrickfence, Reinforced Dirt Brick Fence
sonarcore:reinforceddirtbrickgate, Reinforced Dirt Brick Gate
sonarcore:stablestone_normal, Stable Stone
sonarcore:stablestonerimmed_normal, Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_normal, Rimmed Black Stable Stone
sonarcore:stablestone_black, Black Stable Stone
sonarcore:stablestonerimmed_black, Black Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_black, Black Rimmed Black Stable Stone
sonarcore:stablestone_blue, Blue Stable Stone
sonarcore:stablestonerimmed_blue, Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_blue, Blue Rimmed Black Stable Stone
sonarcore:stablestone_brown, Brown Stable Stone
sonarcore:stablestonerimmed_brown, Brown Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_brown, Brown Rimmed Black Stable Stone
sonarcore:stablestone_cyan, Cyan Stable Stone
sonarcore:stablestonerimmed_cyan, Cyan Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_cyan, Cyan Rimmed Black Stable Stone
sonarcore:stablestone_green, Green Stable Stone
sonarcore:stablestonerimmed_green, Green Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_green, Green Rimmed Black Stable Stone
sonarcore:stablestone_lightblue, Light Blue Stable Stone
sonarcore:stablestonerimmed_lightblue, Light Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightblue, Light Blue Rimmed Black Stable Stone
sonarcore:stablestone_lightgrey, Light Stable Stone
sonarcore:stablestonerimmed_lightgrey, Light Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightgrey, Light Rimmed Black Stable Stone
sonarcore:stablestone_lime, Lime Stable Stone
sonarcore:stablestonerimmed_lime, Lime Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lime, Lime Rimmed Black Stable Stone
sonarcore:stablestone_magenta, Magenta Stable Stone
sonarcore:stablestonerimmed_magenta, Magenta Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_magenta, Magenta Rimmed Black Stable Stone
sonarcore:stablestone_orange, Orange Stable Stone
sonarcore:stablestonerimmed_orange, Orange Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_orange, Orange Rimmed Black Stable Stone
sonarcore:stablestone_pink, Pink Stable Stone
sonarcore:stablestonerimmed_pink, Pink Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_pink, Pink Rimmed Black Stable Stone
sonarcore:stablestone_plain, Plain Stable Stone
sonarcore:stablestonerimmed_plain, Plain Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_plain, Plain Rimmed Black Stable Stone
sonarcore:stablestone_purple, Purple Stable Stone
sonarcore:stablestonerimmed_purple, Purple Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_purple, Purple Rimmed Black Stable Stone
sonarcore:stablestone_red, Red Stable Stone
sonarcore:stablestonerimmed_red, Red Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_red, Red Rimmed Black Stable Stone
sonarcore:stablestone_yellow, Yellow Stable Stone
sonarcore:stablestonerimmed_yellow, Yellow Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_yellow, Yellow Rimmed Black  Stable Stone
sonarcore:stableglass, Stable Glass
sonarcore:clearstableglass, Clear Stable Glass
advgenerators:iron_frame, Iron Frame
advgenerators:power_io, Power IO Module
advgenerators:iron_tubing, Iron Tubing
advgenerators:iron_wiring, Redstone-Iron Wiring
advgenerators:controller, Control Circuit
advgenerators:pressure_valve, Pressure Valve
advgenerators:advanced_pressure_valve, Advanced Pressure Valve
advgenerators:upgrade_kit, Upgrade Kit
advgenerators:turbine_controller, Gas Turbine controller
advgenerators:exchanger_controller, Heat Exchanger Controller
advgenerators:steam_turbine_controller, Steam Turbine Controller
advgenerators:syngas_controller, Syngas Producer Controller
advgenerators:rf_output, Flux Generator
advgenerators:eu_output_lv, Low Voltage Emitter
advgenerators:eu_output_mv, Medium Voltage Emitter
advgenerators:eu_output_hv, High Voltage Emitter
advgenerators:eu_output_ev, Extreme Voltage Emitter
advgenerators:eu_output_iv, Insane Voltage Emitter
advgenerators:forge_output, Forge Energy Emitter
advgenerators:gas_input, Gas Intake Valve
advgenerators:fluid_input, Fluid Intake Valve
advgenerators:fluid_output_select, Fluid Output Valve
advgenerators:item_input, Item Input Port
advgenerators:item_output, Item Output Port
advgenerators:fuel_tank, Fuel Tank
advgenerators:heating_chamber, Heating Chamber
advgenerators:mixing_chamber, Mixing Chamber
advgenerators:heat_exchanger, Heat Exchanger
advgenerators:sensor, Sensor Module
advgenerators:control, Redstone Control Module
advgenerators:efficiency_upgrade_tier1, Fuel/Air Mixer
advgenerators:efficiency_upgrade_tier2, Gas Mix Compressor
advgenerators:steam, Steam
advgenerators:syngas_flaming, tile.advgenerators.syngas_flaming.name
advgenerators:syngas, Syngas
advgenerators:turbine_blade_enderium, Enderium Turbine Blade
advgenerators:turbine_rotor_enderium, Enderium Turbine Rotor
advgenerators:turbine_kit_enderium, Enderium Turbine Upgrade Kit
advgenerators:turbine_enderium, Enderium Turbine
advgenerators:turbine_blade_steel, Steel Turbine Blade
advgenerators:turbine_rotor_steel, Steel Turbine Rotor
advgenerators:turbine_kit_steel, Steel Turbine Upgrade Kit
advgenerators:turbine_steel, Steel Turbine
advgenerators:turbine_rotor_gold, Gold Plated Turbine Rotor
advgenerators:turbine_kit_gold, Gold Plated Turbine Upgrade Kit
advgenerators:turbine_gold, Gold Plated Turbine
advgenerators:turbine_blade_bronze, Bronze Turbine Blade
advgenerators:turbine_rotor_bronze, Bronze Turbine Rotor
advgenerators:turbine_kit_bronze, Bronze Turbine Upgrade Kit
advgenerators:turbine_bronze, Bronze Turbine
advgenerators:turbine_blade_iron, Iron Turbine Blade
advgenerators:turbine_rotor_iron, Iron Turbine Rotor
advgenerators:turbine_iron, Iron Turbine
advgenerators:turbine_blade_adv_alloy, Advanced Alloy Turbine Blade
advgenerators:turbine_rotor_adv_alloy, Advanced Alloy Turbine Rotor
advgenerators:turbine_kit_adv_alloy, Advanced Alloy Turbine Upgrade Kit
advgenerators:turbine_adv_alloy, Advanced Alloy Turbine
advgenerators:power_capacitor_redstone, Basic Power Capacitor
advgenerators:capacitor_kit_advanced, Advanced Capacitor Upgrade Kit
advgenerators:power_capacitor_advanced, Advanced Power Capacitor
advgenerators:capacitor_kit_dense, High Density Capacitor Upgrade Kit
advgenerators:power_capacitor_dense, High Density Power Capacitor
literalascension:wood_carving_tool, Wooden Carving Tool
literalascension:stone_carving_tool, Stone Carving Tool
literalascension:iron_carving_tool, Iron Carving Tool
literalascension:diamond_carving_tool, Diamond Carving Tool
literalascension:gold_carving_tool, Gold Carving Tool
literalascension:climbing_rope, Climbing Rope
literalascension:minecraft/oak_stepladder, Oak Wood Stepladder
literalascension:minecraft/spruce_stepladder, Spruce Wood Stepladder
literalascension:minecraft/birch_stepladder, Birch Wood Stepladder
literalascension:minecraft/jungle_stepladder, Jungle Wood Stepladder
literalascension:minecraft/acacia_stepladder, Acacia Wood Stepladder
literalascension:minecraft/dark_oak_stepladder, Dark Oak Wood Stepladder
literalascension:minecraft/iron_stepladder, Iron Stepladder
literalascension:minecraft/fireworks_stepladder, Fireworks Stepladder
malisisdoors:wood_sliding_door, Wooden Glass Door
malisisdoors:iron_sliding_door, Iron Glass Door
malisisdoors:jail_door, Jail Door
malisisdoors:laboratory_door, Laboratory Door
malisisdoors:factory_door, Factory Door
malisisdoors:shoji_door, Shoji Door
malisisdoors:curtain_white, White Curtain
malisisdoors:curtain_orange, Orange Curtain
malisisdoors:curtain_magenta, Magenta Curtain
malisisdoors:curtain_light_blue, Light Blue Curtain
malisisdoors:curtain_yellow, Yellow Curtain
malisisdoors:curtain_lime, Lime Curtain
malisisdoors:curtain_pink, Pink Curtain
malisisdoors:curtain_gray, Gray Curtain
malisisdoors:curtain_silver, SilverCurtain
malisisdoors:curtain_cyan, Cyan Curtain
malisisdoors:curtain_purple, Purple Curtain
malisisdoors:curtain_blue, Blue Curtain
malisisdoors:curtain_brown, Brown Curtain
malisisdoors:curtain_green, Green Curtain
malisisdoors:curtain_red, Red Curtain
malisisdoors:curtain_black, Black Curtain
malisisdoors:customdooritem, Custom Door
malisisdoors:saloon, Saloon Door
malisisdoors:sliding_trapdoor, Sliding Trapdoor
malisisdoors:trapdoor_acacia, Acacia Trapdoor
malisisdoors:trapdoor_birch, Birch Trapdoor
malisisdoors:trapdoor_dark_oak, Dark Oak Trapdoor
malisisdoors:trapdoor_jungle, Jungle Trapdoor
malisisdoors:trapdoor_spruce, Spruce Trapdoor
malisisdoors:camofencegate, Camo Fence Gate
malisisdoors:verticalhatch, Reinforced Door
malisisdoors:garage_door, Garage Door
malisisdoors:carriage_door, Carriage Door
malisisdoors:medieval_door, Medieval Door
malisisdoors:big_door_oak_3x3, Large Oak Double Doors
malisisdoors:big_door_spruce_3x3, Large Spruce Double Doors
malisisdoors:big_door_birch_3x3, Large Birch Double Doors
malisisdoors:big_door_jungle_3x3, Large Jungle Double Doors
malisisdoors:big_door_acacia_3x3, Large Acacia Double Doors
malisisdoors:big_door_dark_oak_3x3, Large Dark Oak Double Doors
malisisdoors:big_door_iron_3x3, Large Iron Double Doors
malisisdoors:big_door_rusty_3x3, Large Rusty Iron Double Doors
malisisdoors:rustyhatch, Rusty Hatch
malisisdoors:rustyhandle, Rusty Handle
malisisdoors:rustyladder, Rusty Ladder
malisisdoors:door_factory, Door Factory
malisisdoors:forcefielditem, Forcefield Controller
malisisdoors:hitechdoor, Hi-tech Door
practicallogistics2:hammer, Forging Hammer
practicallogistics2:hammer_air, Forging Hammer
practicallogistics2:sapphireore, Sapphire Ore
practicallogistics2:inforeader, Info Reader
practicallogistics2:inventoryreader, Inventory Reader
practicallogistics2:fluidreader, Fluid Reader
practicallogistics2:energyreader, Energy Reader
practicallogistics2:networkreader, Network Reader
practicallogistics2:array, Array
practicallogistics2:entitynode, Entity Node
practicallogistics2:transfernode, Transfer Node
practicallogistics2:redstonenode, Redstone Node
practicallogistics2:clock, Clock
practicallogistics2:redstonesignaller, Redstone Signaller
practicallogistics2:minidisplay, Mini Display
practicallogistics2:displayscreen, Display Screen
practicallogistics2:largedisplayscreen, Large Display Screen
practicallogistics2:holographicdisplay, Holographic Display
practicallogistics2:advancedholographicdisplay, Advanced Holographic Display
practicallogistics2:datacable, Data Cable
practicallogistics2:redstonecable, Redstone Cable
practicallogistics2:node, Node
practicallogistics2:dataemitter, Data Emitter
practicallogistics2:datareceiver, Data Receiver
practicallogistics2:redstoneemitter, Wireless Redstone Emitter
practicallogistics2:redstonereceiver, Wireless Redstone Receiver
practicallogistics2:sapphire, Sapphire
practicallogistics2:sapphiredust, Sapphire Dust
practicallogistics2:stoneplate, Stone Plate
practicallogistics2:signallingplate, Signalling Plate
practicallogistics2:wirelessplate, Wireless Plate
practicallogistics2:etchedplate, Etched Plate
practicallogistics2:transceiver, Transceiver
practicallogistics2:entitytransceiver, Entity Transceiver
practicallogistics2:wirelessstorage, Wireless Storage Reader
practicallogistics2:operator, Operator Tool
practicallogistics2:plguide, Practical Logistics Guide
rebornstorage:storagecell:0, 256k Storage Disk
rebornstorage:storagecell:1, 1024k Storage Disk
rebornstorage:storagecell:2, 4096k Storage Disk
rebornstorage:storagecell:3, 16384k Storage Disk
rebornstorage:storagecellfluid:0, 16384k Fluid Storage Disk
rebornstorage:storagecellfluid:1, 32768k Fluid Storage Disk
rebornstorage:storagecellfluid:2, 131m Fluid Storage Disk
rebornstorage:storagecellfluid:3, 524m Fluid Storage Disk
rebornstorage:storagepart:0, 256k Storage Part
rebornstorage:storagepart:1, 1024k Storage Part
rebornstorage:storagepart:2, 4096k Storage Part
rebornstorage:storagepart:3, 16384k Storage Part
rebornstorage:storagepart:4, 16384k Fluid Storage Part
rebornstorage:storagepart:5, 32768k Fluid Storage Part
rebornstorage:storagepart:6, 131m Fluid Storage Part
rebornstorage:storagepart:7, 524m Fluid Storage Part
rebornstorage:multicrafter:0, Crafting Frame
rebornstorage:multicrafter:1, Heat Conductor
rebornstorage:multicrafter:2, Crafting CPU
rebornstorage:multicrafter:3, Crafting Storage
rebornstorage:multicrafter:4, IO Port
simplegrinder:coal_grinder, Coal Grinder
simplegrinder:lit_grinder, tile.lit_grinder.name
simplegrinder:machine_core, Machine Core
simplegrinder:dust_iron, Iron Dust
simplegrinder:dust_gold, Gold Dust
simplegrinder:flour, Flour
simplegrinder:mash_carrot, Mashed Carrots
simplegrinder:mash_potato, Mashed Potatoes
simplegrinder:i_fuel:0, I Fuel
simplegrinder:wood_chips:0, Wooden Chips
simplegrinder:omlete, Omlete
simplyjetpacks:itemjetpack:0, Creative Jetpack
simplyjetpacks:itemjetpack:1, Conductive Iron Jetpack
simplyjetpacks:itemjetpack:2, Electrical Steel Jetpack
simplyjetpacks:itemjetpack:3, Energetic Jetpack
simplyjetpacks:itemjetpack:4, Vibrant Jetpack
simplyjetpacks:itemjetpack:5, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:6, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemjetpack:7, Energetic Jetpack (Armored)
simplyjetpacks:itemjetpack:8, Vibrant Jetpack (Armored)
simplyjetpacks:itemjetpack:9, Dark Soularium JetPlate
simplyjetpacks:itemjetpack:10, Leadstone Jetpack
simplyjetpacks:itemjetpack:11, Hardened Jetpack
simplyjetpacks:itemjetpack:12, Reinforced Jetpack
simplyjetpacks:itemjetpack:13, Resonant Jetpack
simplyjetpacks:itemjetpack:14, Leadstone Jetpack (Armored)
simplyjetpacks:itemjetpack:15, Hardened Jetpack (Armored)
simplyjetpacks:itemjetpack:16, Reinforced Jetpack (Armored)
simplyjetpacks:itemjetpack:17, Resonant Jetpack (Armored)
simplyjetpacks:itemjetpack:18, Flux-Infused JetPlate
simplyjetpacks:metaitem:0, Particle Customizer (Default)
simplyjetpacks:metaitem:1, Particle Customizer (None)
simplyjetpacks:metaitem:2, Particle Customizer (Smoke Only)
simplyjetpacks:metaitem:3, Particle Customizer (Rainbow Smoke)
simplyjetpacks:metaitem:4, Leather Strap
simplyjetpacks:metaitemmods:3, Dark Soularium Ingot
simplyjetpacks:metaitemmods:4, Reinforced Glider Wing
simplyjetpacks:metaitemmods:5, Flight Control Unit (Empty)
simplyjetpacks:metaitemmods:6, Flight Control Unit
simplyjetpacks:metaitemmods:7, Conductive Iron Thruster
simplyjetpacks:metaitemmods:8, Electrical Steel Thruster
simplyjetpacks:metaitemmods:9, Energetic Thruster
